case_id,source_kind,prompt,reference_answer,reference_source,answer_hash,source_row_id,question_variant_rank,token_count_reference,source_dataset,source_revision,adapter_raw_answer,adapter_answer,adapter_token_f1,adapter_reference_marker_recall,adapter_protocol_marker_count,adapter_repeated_ngram_ratio,adapter_generated_tokens,adapter_latency_seconds,adapter_hit_max_new_tokens,adapter_error,reviewer_substance_correct,reviewer_citation_correct,reviewer_complete,reviewer_current,reviewer_grounded,reviewer_abstained_appropriately,reviewer_notes
qa-test-00163,qa_test,"Menurut Peraturan Menteri Perindustrian Republik Indonesia No 16 Tahun 2022, apa yang diatur dalam Pasal 93?","Rumusan Pasal berdasarkan Pasal 93 dalam Peraturan Menteri Perindustrian Republik Indonesia No 16 Tahun 2022 tentang Statuta Politeknik Ati Padang:
(1) Otonomi dalam bidang keuangan mencakup kewenangan Politeknik ATI Padang untuk menerima, menyimpan, dan menggunakan dana yang berasal dari masyarakat dan pendanaan dari sumber lain yang sah dan tidak mengikat sesuai dengan ketentuan peraturan perundang - undangan. (2) Untuk mengelola dana sebagaimana dimaksud pada ayat (1), Direktur menyelenggarakan pembukuan terpadu berdasarkan ketentuan peraturan perundang -undangan di bidang administrasi keuangan.",peraturan menteri|16|2022,d0df066f45272b34a2860dca6becf7319d8a64753963908231ad235c4d185b4a,train-00018-of-00021.parquet:17355256,1,167,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Rumusan Pasal berdasarkan Pasal 93 dalam Peraturan Menteri Perindustrian Republik Indonesia No 16 Tahun 2022 tentang Statuta Politeknik Ati Makassar:
(1) Direktur diangkat dan diberhentikan oleh Menteri. (2) Masa jabatan Direktur selama 4 (empat) tahun dan dapat diangkat kembali untuk 1 (satu) kali masa jabatan.<|im_end|>","Rumusan Pasal berdasarkan Pasal 93 dalam Peraturan Menteri Perindustrian Republik Indonesia No 16 Tahun 2022 tentang Statuta Politeknik Ati Makassar:
(1) Direktur diangkat dan diberhentikan oleh Menteri. (2) Masa jabatan Direktur selama 4 (empat) tahun dan dapat diangkat kembali untuk 1 (satu) kali masa jabatan.",0.422764,1.0,0,0.0,80,2.9612,False,,,,,,,,
qa-test-00164,qa_test,Apa redaksi asli dari Pasal 88 dalam Peraturan Pemerintah Republik Indonesia No 6 Tahun 2021?,"Frasa hukum penting dalam Pasal 88 dalam Peraturan Pemerintah Republik Indonesia No 6 Tahun 2021 tentang Penyelenggaraan Bidang Pertanian:
(1) Pemohon Hak PVT berhak mengajukan sanggahan terhadap keberatan sebagaimana dimaksud dalam",peraturan pemerintah|6|2021,d24189469f4a334ce42847b486111542f218f8b06a2661076476f0dcd318eeea,train-00015-of-00021.parquet:14862013,1,88,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Frasa hukum penting dalam Pasal 88 dalam Peraturan Pemerintah Republik Indonesia No 6 Tahun 2021 tentang Penyelenggaraan Bidang Pelayaran:
(1) Pengawasan terhadap kegiatan usaha angkutan laut sebagaimana dimaksud dalam<|im_end|>","Frasa hukum penting dalam Pasal 88 dalam Peraturan Pemerintah Republik Indonesia No 6 Tahun 2021 tentang Penyelenggaraan Bidang Pelayaran:
(1) Pengawasan terhadap kegiatan usaha angkutan laut sebagaimana dimaksud dalam",0.766667,1.0,0,0.0,47,1.7624,False,,,,,,,,
qa-test-00165,qa_test,Apa saja elemen/komponen yang dibahas dalam Pasal 63 dari Peraturan Pemerintah Republik Indonesia No 6 Tahun 2021?,"Isi resmi sebagaimana tercatat dalam Pasal 63 dalam Peraturan Pemerintah Republik Indonesia No 6 Tahun 2021 tentang Penyelenggaraan Bidang Jaminan Produk Halal:
Dokumen pengolahan Produk sebagaimana dimaksud dalam",peraturan pemerintah|6|2021,d26553331bee4ec75a80a5dbd3a1398efbf820ccd9aa107a0559b72815d618be,train-00015-of-00021.parquet:14363160,1,87,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Isi resmi sebagaimana tercatat dalam Pasal 63 dalam Peraturan Pemerintah Republik Indonesia No 6 Tahun 2021 tentang Penyelenggaraan Bidang Pelayaran:
(1) Pengawasan terhadap kegiatan usaha angkutan laut sebagaimana dimaksud dalam<|im_end|>","Isi resmi sebagaimana tercatat dalam Pasal 63 dalam Peraturan Pemerintah Republik Indonesia No 6 Tahun 2021 tentang Penyelenggaraan Bidang Pelayaran:
(1) Pengawasan terhadap kegiatan usaha angkutan laut sebagaimana dimaksud dalam",0.758621,1.0,0,0.0,47,1.7629,False,,,,,,,,
qa-test-00166,qa_test,Jelaskan kutipan resmi dari Pasal 19 menurut Kabupaten Aceh Barat No 8 Tahun 2015!,"Kutipan resmi dari Pasal 19 dalam Kabupaten Aceh Barat No 8 Tahun 2015 tentang Izin Lingkungan:
(1) Setiap orang yang melakukan usaha dan/atau kegiatan tanpa memiliki Izin Lingkungan sebagaimana dimaksud dalam",answer:d2f1fda3032903e80478f7cf711d3766e677ad55796c07ac0993a9a8fd30bda5,d2f1fda3032903e80478f7cf711d3766e677ad55796c07ac0993a9a8fd30bda5,train-00009-of-00021.parquet:8889946,1,86,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Kutipan resmi dari Pasal 19 dalam Kabupaten Aceh Barat No 8 Tahun 2015 tentang Izin Lokasi, Izin Pengelolaan Dan Izin Lokasi Di Laut:
(1) Izin Lokasi, Izin Pengelolaan dan Izin Lokasi di Laut sebagaimana dimaksud dalam<|im_end|>","Kutipan resmi dari Pasal 19 dalam Kabupaten Aceh Barat No 8 Tahun 2015 tentang Izin Lokasi, Izin Pengelolaan Dan Izin Lokasi Di Laut:
(1) Izin Lokasi, Izin Pengelolaan dan Izin Lokasi di Laut sebagaimana dimaksud dalam",0.617647,1.0,0,0.129032,58,2.1636,False,,,,,,,,
qa-test-00167,qa_test,Kutipan isi Pasal 52 menurut Peraturan Presiden Republik Indonesia No 11 Tahun 2008 berbunyi apa?,"Kutipan isi Pasal berbunyi: Pasal 52 dalam Peraturan Presiden Republik Indonesia No 11 Tahun 2008 tentang Rencana Tata Ruang Kawasan Perbatasan Negara:
(1) Zona L3 yang merupakan taman hutan raya sebagaimana dimaksud dalam",peraturan presiden|11|2008,d42bd7dffeef41409a74c7f861123648496a63f5ac4cca4ac9c8f71df9758884,train-00003-of-00021.parquet:2288042,1,92,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Kutipan isi Pasal berbunyi: Pasal 52 dalam Peraturan Presiden Republik Indonesia No 11 Tahun 2008 tentang Badan Nasional Pena Nggulangan Bencana:
(1) Deputi Bidang Pencegahan dan Kesiapsiagaan berada di bawah dan bertanggung jawab kepada Kepala. (2) Deputi Bidang Pencegahan dan Kesiapsiagaan dipimpin oleh Deputi.<|im_end|>","Kutipan isi Pasal berbunyi: Pasal 52 dalam Peraturan Presiden Republik Indonesia No 11 Tahun 2008 tentang Badan Nasional Pena Nggulangan Bencana:
(1) Deputi Bidang Pencegahan dan Kesiapsiagaan berada di bawah dan bertanggung jawab kepada Kepala. (2) Deputi Bidang Pencegahan dan Kesiapsiagaan dipimpin oleh Deputi.",0.441558,1.0,0,0.0,85,3.1446,False,,,,,,,,
qa-test-00168,qa_test,Apa saja poin yang tercantum dalam Pasal 10 dalam Peraturan Pemerintah Republ Ik Indonesia No 29 Tahun 2000?,"Berikut kutipan verbatim dari Pasal 10 dalam Peraturan Pemerintah Republ Ik Indonesia No 29 Tahun 2000 tentang Penyelenggaraan Jasa Konstruksi:
(1) Pemilihan pelaksana konstruksi dengan cara pelelangan terbatas sebagaimana dimaksud dalam",peraturan pemerintah|29|2000,d433779ea8ff5b2a25b0b5a345834bbcaed4d9c3d580813b1144c433abc7faa1,train-00009-of-00021.parquet:8212808,1,94,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Berikut kutipan verbatim dari Pasal 10 dalam Peraturan Pemerintah Republ Ik Indonesia No 29 Tahun 2000 tentang Lembaga Penyedia Jasa Pelayanan Penyelesaian Sengketa:
(1) Lembaga Penyedia Jasa sebagaimana dimaksud dalam<|im_end|>","Berikut kutipan verbatim dari Pasal 10 dalam Peraturan Pemerintah Republ Ik Indonesia No 29 Tahun 2000 tentang Lembaga Penyedia Jasa Pelayanan Penyelesaian Sengketa:
(1) Lembaga Penyedia Jasa sebagaimana dimaksud dalam",0.721311,1.0,0,0.0,52,1.9448,False,,,,,,,,
qa-test-00169,qa_test,Sampaikan isi hukum dalam Pasal 58 dari Peraturan Pemerintah Republik Indonesia No 32 Tahun 2011!,"Ketentuan hukum dalam Pasal 58 dalam Peraturan Pemerintah Republik Indonesia No 32 Tahun 2011 tentang Manajemen Dan Rekayasa, Analisis Dampak,:
Cukup jelas.",peraturan pemerintah|32|2011,d45b0ff298234a82dd2d4b0071b14186d19bd6829299fc0170ae5bedc3008bef,train-00009-of-00021.parquet:8123557,1,77,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Ketentuan hukum dalam Pasal 58 dalam Peraturan Pemerintah Republik Indonesia No 32 Tahun 2011 tentang Pelayanan Meteo Rologi, Klimatologi, Dan Geofi Sika:
Cukup jelas.<|im_end|>","Ketentuan hukum dalam Pasal 58 dalam Peraturan Pemerintah Republik Indonesia No 32 Tahun 2011 tentang Pelayanan Meteo Rologi, Klimatologi, Dan Geofi Sika:
Cukup jelas.",0.782609,1.0,0,0.0,46,1.7287,False,,,,,,,,
qa-test-00170,qa_test,Sebutkan semua ketentuan yang ada dalam Pasal 809 dari Peraturan Menteri Lingkungan Hidup Dan Kehutanan No nan Tahun 2010!,"Redaksional Pasal dalam Pasal 809 dalam Peraturan Menteri Lingkungan Hidup Dan Kehutanan No nan Tahun 2010 tentang Organisasi Dan Tata Kerja Kementerian Lingkungan Hidup Dan:
Dalam melaksanakan tugas seba gaimana dimaksud dalam",answer:d65b564657894ea7ada5940866c8bdaa11cf8b6d2507bcdab54247bf7450957f,d65b564657894ea7ada5940866c8bdaa11cf8b6d2507bcdab54247bf7450957f,train-00007-of-00021.parquet:6225334,1,92,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Redaksional Pasal dalam Pasal 809 dalam Peraturan Menteri Lingkungan Hidup Dan Kehutanan No nan Tahun 2010 tentang Organisasi Dan Tata Kerja Kementerian Lingkungan Hidup Dan:
, Subdirektorat Pengendalian Pencemaran Air menyelenggarakan fungsi: a. penyiapan bahan perumusan kebijakan pengendalian pencemaran air; b. penyiapan bahan pelaksanaan kebijakan pengendalian pencemaran air; c. penyiapan bahan penyusunan norma, standar, prosedur, dan kriteria pengendalian pencemaran air; d. pemberian bimbingan teknis dan evaluasi pelaksanaan bimbingan teknis pengendalian pencemaran air; dan e. supervisi atas pelaksanaan urusan pengendalian pencemaran air di daerah.<|im_end|>","Redaksional Pasal dalam Pasal 809 dalam Peraturan Menteri Lingkungan Hidup Dan Kehutanan No nan Tahun 2010 tentang Organisasi Dan Tata Kerja Kementerian Lingkungan Hidup Dan:
, Subdirektorat Pengendalian Pencemaran Air menyelenggarakan fungsi: a. penyiapan bahan perumusan kebijakan pengendalian pencemaran air; b. penyiapan bahan pelaksanaan kebijakan pengendalian pencemaran air; c. penyiapan bahan penyusunan norma, standar, prosedur, dan kriteria pengendalian pencemaran air; d. pemberian bimbingan teknis dan evaluasi pelaksanaan bimbingan teknis pengendalian pencemaran air; dan e. supervisi atas pelaksanaan urusan pengendalian pencemaran air di daerah.",0.438596,1.0,0,0.0,145,5.3131,False,,,,,,,,
qa-test-00171,qa_test,Apa isi legal dari Pasal 37 dalam Undang-Undang Republik Indonesia No 39 Tahun 2009?,"Isi legal dari Pasal 37 dalam Undang-Undang Republik Indonesia No 39 Tahun 2009 tentang Kawasan Ekonomi Khusus:
Badan Usaha yang telah memperoleh tanah di lokasi yang sudah ditetapkan sebagai KEK berdasarkan Peraturan Pemerintah diberikan hak atas tanah.",undang-undang|39|2009,d78bd3573ece8baa20f06a5a5bee8b094ecaf31b7f409331f86ffde68b4b4148,train-00002-of-00021.parquet:1814647,1,92,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Isi legal dari Pasal 37 dalam Undang-Undang Republik Indonesia No 39 Tahun 2009 tentang Kementerian Negara:
(1) Sekretariat Jenderal mempunyai tugas menyelenggarakan koordinasi pelaksanaan tugas, pembinaan, dan pemberian dukungan administrasi kepada seluruh unit organisasi di lingkungan Kementerian. (2) Sekretariat Jenderal dipimpin oleh Sekretaris Jenderal.<|im_end|>","Isi legal dari Pasal 37 dalam Undang-Undang Republik Indonesia No 39 Tahun 2009 tentang Kementerian Negara:
(1) Sekretariat Jenderal mempunyai tugas menyelenggarakan koordinasi pelaksanaan tugas, pembinaan, dan pemberian dukungan administrasi kepada seluruh unit organisasi di lingkungan Kementerian. (2) Sekretariat Jenderal dipimpin oleh Sekretaris Jenderal.",0.385542,1.0,0,0.0,69,2.5545,False,,,,,,,,
qa-test-00172,qa_test,Jelaskan narasi hukum dalam Pasal 29 menurut Peraturan Pemerintah Republik Indonesia No 6 Tahun 2021!,"Narasi hukum dalam Pasal 29 dalam Peraturan Pemerintah Republik Indonesia No 6 Tahun 2021 tentang Standar Nasional Pendidikan:
Pelaksanaan kegiatan Pen didikan sebagaimana dimaksud dalam",peraturan pemerintah|6|2021,d8c31339d6bc2dce64aa7effdc37db255d5b174f7d65a21a808a9df8f48cdb2f,train-00016-of-00021.parquet:15542069,1,77,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Narasi hukum dalam Pasal 29 dalam Peraturan Pemerintah Republik Indonesia No 6 Tahun 2021 tentang Penyelenggaraan Bidang Pelayaran:
(1) Kapal yang akan melakukan kegiatan bongkar muat barang di pelabuhan wajib memiliki Surat Izin Bongkar Muat (SIM). (2) Surat Izin Bongkar Muat (SIM) sebagaimana dimaksud pada ayat (1) diterbitkan oleh pejabat yang ditunjuk oleh Menteri. (3) Surat Izin Bongkar Muat (SIM) sebagaimana dimaksud pada ayat (1) berlaku untuk 1 (satu) kali kegiatan bongkar muat barang di pelabuhan. (4) Surat Izin Bongkar Muat (SIM) sebagaimana dimaksud pada ayat (1) berlaku untuk jangka waktu 1 (satu) tahun dan dapat diperpanjang. (5) Surat Izin Bongkar Muat (SIM) sebagaimana dimaksud pada ayat (1) berlaku untuk 1 (satu) kali kegiatan bongkar muat barang di pelabuhan. (6) Surat Izin Bongkar Muat (SIM) sebagaimana dimaksud pada ayat (1) berlaku untuk jangka waktu 1 (satu) tahun dan dapat diperpanjang. (7) Surat Izin Bongkar Muat (SIM) sebagaimana dimaksud pada ayat","Narasi hukum dalam Pasal 29 dalam Peraturan Pemerintah Republik Indonesia No 6 Tahun 2021 tentang Penyelenggaraan Bidang Pelayaran:
(1) Kapal yang akan melakukan kegiatan bongkar muat barang di pelabuhan wajib memiliki Surat Izin Bongkar Muat (SIM). (2) Surat Izin Bongkar Muat (SIM) sebagaimana dimaksud pada ayat (1) diterbitkan oleh pejabat yang ditunjuk oleh Menteri. (3) Surat Izin Bongkar Muat (SIM) sebagaimana dimaksud pada ayat (1) berlaku untuk 1 (satu) kali kegiatan bongkar muat barang di pelabuhan. (4) Surat Izin Bongkar Muat (SIM) sebagaimana dimaksud pada ayat (1) berlaku untuk jangka waktu 1 (satu) tahun dan dapat diperpanjang. (5) Surat Izin Bongkar Muat (SIM) sebagaimana dimaksud pada ayat (1) berlaku untuk 1 (satu) kali kegiatan bongkar muat barang di pelabuhan. (6) Surat Izin Bongkar Muat (SIM) sebagaimana dimaksud pada ayat (1) berlaku untuk jangka waktu 1 (satu) tahun dan dapat diperpanjang. (7) Surat Izin Bongkar Muat (SIM) sebagaimana dimaksud pada ayat",0.205714,1.0,0,0.331034,256,9.3473,True,,,,,,,,
qa-test-00173,qa_test,Jelaskan narasi hukum dalam Pasal 57 menurut Peraturan Kepala Badan Pengawas Obat Dan Makanan No 24 Tahun 2011!,"Narasi hukum dalam Pasal 57 dalam Peraturan Kepala Badan Pengawas Obat Dan Makanan No 24 Tahun 2011 tentang Kriteria Dan Tata Laksana Registrasi Obat:
(1) Dalam hal Registrasi ditolak, Pendaftar dapat mengajukan permohonan Registrasi kembali dengan mengikuti tata cara sebagaimana diatur dalam",peraturan kepala|24|2011,d9904b589ace0afeabf4a427f85aedc17c381d38a10d00a52c99a34228b82a57,train-00013-of-00021.parquet:12268794,1,110,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Narasi hukum dalam Pasal 57 dalam Peraturan Kepala Badan Pengawas Obat Dan Makanan No 24 Tahun 2011 tentang Pendaftaran Pangan Olahan:
(1) Dalam hal hasil evaluasi sebagaimana dimaksud dalam<|im_end|>","Narasi hukum dalam Pasal 57 dalam Peraturan Kepala Badan Pengawas Obat Dan Makanan No 24 Tahun 2011 tentang Pendaftaran Pangan Olahan:
(1) Dalam hal hasil evaluasi sebagaimana dimaksud dalam",0.647887,1.0,0,0.0,46,1.7307,False,,,,,,,,
qa-test-00174,qa_test,Sebutkan ketentuan resmi dari Pasal 7 menurut Peraturan Menteri Keuangan Republik Indonesia No nan Tahun 2013!,"Bacaan isi hukum Pasal berdasarkan Pasal 7 dalam Peraturan Menteri Keuangan Republik Indonesia No nan Tahun 2013 tentang Perubahan Atas Peraturan Menteri Keuangan Nomor 163/Pmk. Os/2013 Tentang Pedoman Pelaksanaan Penerimaan Dan:
diubah sehingga berbunyi sebagai berikut:",answer:dbac1ef730821f7e96b10da1877a460fa375c57d085a883ad476e550b9054dab,dbac1ef730821f7e96b10da1877a460fa375c57d085a883ad476e550b9054dab,train-00008-of-00021.parquet:7219064,1,99,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Bacaan isi hukum Pasal berdasarkan Pasal 7 dalam Peraturan Menteri Keuangan Republik Indonesia No nan Tahun 2013 tentang Tata Cara Pembayaran Atas Pengembalian Penerimaan Negara:
(1) Dalam hal berdasarkan hasil pemeriksaan sebagaimana dimaksud dalam<|im_end|>","Bacaan isi hukum Pasal berdasarkan Pasal 7 dalam Peraturan Menteri Keuangan Republik Indonesia No nan Tahun 2013 tentang Tata Cara Pembayaran Atas Pengembalian Penerimaan Negara:
(1) Dalam hal berdasarkan hasil pemeriksaan sebagaimana dimaksud dalam",0.555556,1.0,0,0.0,49,1.8392,False,,,,,,,,
qa-test-00175,qa_test,Apa frasa hukum dalam Pasal 54 dari Peraturan Menteri Pendidikan Dan Kebudayaan No 28 Tahun 2020?,"Frasa hukum dalam Pasal 54 dalam Peraturan Menteri Pendidikan Dan Kebudayaan No 28 Tahun 2020 tentang Organisasi Dan Tata Kerja Politeknik Negeri Kupang:
(1) Unit pelaksana teknis layanan uji kompetensi sebagaimana dimaksud dalam",peraturan menteri|28|2020,dc4eb3cd87a1031874f1dd82dcaf1c32cbd81e2160c5ac290d09f67b6dde2d99,train-00014-of-00021.parquet:13099866,1,93,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Frasa hukum dalam Pasal 54 dalam Peraturan Menteri Pendidikan Dan Kebudayaan No 28 Tahun 2020 tentang Organisasi Dan Tata Kerja Politeknik Negeri Bali:
(1) Unit Penunjang Akademik Bahasa sebagaimana dimaksud dalam<|im_end|>","Frasa hukum dalam Pasal 54 dalam Peraturan Menteri Pendidikan Dan Kebudayaan No 28 Tahun 2020 tentang Organisasi Dan Tata Kerja Politeknik Negeri Bali:
(1) Unit Penunjang Akademik Bahasa sebagaimana dimaksud dalam",0.84375,1.0,0,0.0,54,2.0195,False,,,,,,,,
qa-test-00176,qa_test,Uraikan teks hukum dari Pasal 5 menurut Peraturan Menter! Keuangan Republik Indonesia No nan Tahun 1995!,"Teks hukum dari Pasal 5 dalam Peraturan Menter! Keuangan Republik Indonesia No nan Tahun 1995 tentang Penetapan Tarif Bea Masuk:
7851 8452.90.99 - - -Lain-Jain --Other 0,00% 0,00% 0,00% 0,00% 0,00% 0,00% 0,00% 84.53 Mesin untuk mengolah, menyamak atau mengerjakan Machinery for preparing, tanning or working hides, jangat, kulit atau kulit samak atau untuk membuat skins or leather or for making or repairing footwear or atau memperbaiki alas kaki atau barang lain dari other articles of hides, skins or leather, other than iane:at, kulit atau kulit samak, selain mesin iahit. sewine: machines. 8453.10 -Mesin untuk mengolah, menyamak atau mengerjakan -Machinery for preparing, tanning or working hides, skins iangat. kulit atau kulit samak : or leather : 7852 8453.10.10 - -Dioperasikan secara elektrik -Electricallv operated 0,00% 0,00% 0,00% 0,00% 0,00% 0,00% 0,00% 7853 8453.10.20 - -Tidak dioperasikan secara elektrik - -Not electricallv operated 0,00% 0,00% 0,00% 0,00% 0,00% 0,00% 0,00'% 8453.20 ,_ Mesin untuk membuat atau memperbaiki alas kaki: -Machinerv for making or repairing footwear : 7854 845J.20.10 - -Dioperasikan see:ara elekll ik - -Electricall y operated 0,00°/o 0,00% 0,00% 0,00% 0,00% 0,00% 0,00% 7855 8453.20.20 - -Tidak dioperasikan secara elektrik - -Not electricallv operated 0,00% 0,00% 0,00% 0,00% 0,00% 0,00% 0,00% 8453.80 -Mesin lainnva : - Other machinery : 7856 8453.80.10 -Dioperasikan secara elektrik - -Electricallv operated 0,00% 0,00% 0,00% 0,00% 0,00% 0,00% 0,00% 7857 8453.80.20 ,_ Tidak dioperasikan secara elektrik - -Not electricallv operated 0,00% 0,00% 0,00% 0,00% 0,00% 0,00% 0,00'Yo 7858 8453.90.00 - Bagian - Parts 0,00% 0,00% 0,00% 0,00% 0,00% 0,00% 0,00% 84.54 Converter, ladle, mesin cetakan ingot dan mesin tuang, Converters, ladles, ingot moulds and casting machines, dari jenis yang digunakan dalam metalurgi atau dalam of a kind used in metallurgy or in metal foundries. pene:ecoran loe:am. 7859 8454.10.00 -Converter -Converters 0,00% 0,00% 0,00% 0,00% 0,00% 0,00% 0,00% 7860 8454.20.00 -Cetakan ingot dan ladle -Ingot moulds and ladles 0,00% 0,00% 0,00% 0,00% 0,00% 0,00% 0,00% 7861 8454.30.00 Mesin tuang -Casting machines 0,00% 0,00% 0,00% 0,00% 0,00% 0,00% 0,00'% 7862 8454.90.00 -Bagian -Parts 0,00% 0,00% 0.00% 0,00% 0,00% 0,00% 0,00% 84.55 Kilang pencanai logam dan gilingannya. Metal-rolling mills and rolls therefor. 7863 8455.10.00 -Kilang tabung -Tube mills 0,00% 0,00% 0,00% 0,00% 0,00% 0,00% O.OO'Y.> , _ Kilang pencanai lainnva : , _ Other rolling mills : 7864 8455.21.00 - -Panas atau kombinasi panas clan clingin - -Hot or combination hot and cold 0,00% 0,00% 0,00% 0.00%) 0.00% 0,00% 0.00% 7865 8455.22.00 - -Dingin - -Cold 0,00% 0,00% 0,00% 0,00% 0,00% 0,00% O,OO'Yo 7866 8455.30.00 -Gilingan untuk kilang pencanai -Rolls for rolling mills 0,00% 0,00% 0,00% 0,00% 0,00% 0.00% O.OO'Ya 7867 8455.90.00 -Bagian lainnva , _ Other parts 0.00% 0,00% 0,00% 0,00% 0,00% 0,00% 0,00% 84.56 Mesin perkakas untuk mengerjakan berbagai bahan Machine-tools for working any material by removal of dengan penghilangan bahan, melalui proses penyinaran material, by laser or other light or photon beam, laser atau sinar lainnya atau sinar foton, ultrasonik, ultrasonic, electro-discharge, electro-chemical, electron pelucutan elektro, elektro kimia, sinar elektron, sinar beam, ionic-beam or plasma arc processes; water-jet ionik atau busur plasma; mesin pemotong water-jet. cutting machines. -Dioperasikan dengan proses sinar laser atau sinar lainnya -Operated by laser or other light or photon beam processes atau sinar",answer:dee6899150b2bcc150586ea7a3ca5622abc393c60219463a071e7becec64982c,dee6899150b2bcc150586ea7a3ca5622abc393c60219463a071e7becec64982c,train-00008-of-00021.parquet:7470523,1,1669,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Teks hukum dari Pasal 5 dalam Peraturan Menter! Keuangan Republik Indonesia No nan Tahun 1995 tentang Penetapan Tarif Bea Masuk:
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -","Teks hukum dari Pasal 5 dalam Peraturan Menter! Keuangan Republik Indonesia No nan Tahun 1995 tentang Penetapan Tarif Bea Masuk:
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -",0.057471,1.0,0,0.0,256,9.3602,True,,,,,,,,
qa-test-00177,qa_test,Apa saja poin yang tercantum dalam Pasal 203 dalam Peraturan Menteri Kelautan Dan Perikanan Republik Indonesia No 28 Tahun 2021?,"Berikut kutipan verbatim dari Pasal 203 dalam Peraturan Menteri Kelautan Dan Perikanan Republik Indonesia No 28 Tahun 2021 tentang Penyelenggaraan Penataan Ruang Laut:
diselenggarakan dalam rangka: a. memfasilitasi proses pembelajaran Penataan Ruang Laut kepada perencana Ruang Laut dan Masyarakat; b. mengupayakan kemudahan akses bagi perencana Ruang Laut dan Masyakarat ke sumber informasi, t eknologi, dan sumber daya lainnya agar mereka dapat mengembangkan pengetahuan tentang Penyelenggaraan Penataan Ruang Laut; c. membantu dalam menumbuhkembangkan kemampuan nya dalam menerapkan Penataan Ruang Laut; dan d. membantu menganalisis dan memecahkan permas alahan Penataan Ruang Laut serta merespon peluang dan tantangan yang dihadapi ke depan.",peraturan menteri|28|2021,def4fa3a78bada405b65d572d971a9d7635dca45d0310a4fb3f8d277ed968a7b,train-00017-of-00021.parquet:16827658,1,205,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Berikut kutipan verbatim dari Pasal 203 dalam Peraturan Menteri Kelautan Dan Perikanan Republik Indonesia No 28 Tahun 2021 tentang Organisasi Dan Tata Kerja:
Dalam melaksanakan tugas sebagaimana dimaksud dalam<|im_end|>","Berikut kutipan verbatim dari Pasal 203 dalam Peraturan Menteri Kelautan Dan Perikanan Republik Indonesia No 28 Tahun 2021 tentang Organisasi Dan Tata Kerja:
Dalam melaksanakan tugas sebagaimana dimaksud dalam",0.34375,1.0,0,0.0,47,1.7666,False,,,,,,,,
