case_id,source_available_in_candidate_corpus,regulation_key,query_article,prompt,reference_answer,retrieval_status,candidate_chunk_count,retrieved_source_ids,adapter_no_rag_answer,adapter_with_candidate_rag_answer,no_rag_reference_token_f1,rag_reference_token_f1,rag_grounded_token_precision,rag_citation_signal_present,rag_appropriate_abstention_when_source_missing,reviewer_no_rag_rating_1_to_5,reviewer_rag_rating_1_to_5,reviewer_preferred_condition,reviewer_substance_correct,reviewer_grounded,reviewer_current,reviewer_notes
qa-covered-0089,True,undang-undang|23|1992,Pasal 22,Jelaskan kutipan resmi dari Pasal 22 menurut Undang-Undang Republik Indonesia No 23 Tahun 1992!,"Kutipan resmi dari Pasal 22 dalam Undang-Undang Republik Indonesia No 23 Tahun 1992 tentang Kesehatan:
ayat (4); 3. menyelenggarakan tempat kerja yang tidak memenuhi ketentuan sebagaimana dimaksud dalam",found,1,kg-951fa5b4b41b-fd82a3a3c2681f955103-0,"Kutipan resmi dari Pasal 22 dalam Undang-Undang Republik Indonesia No 23 Tahun 1992 tentang Perlindungan Anak:
Cukup jelas","Kutipan resmi dari Pasal 22 dalam Undang-Undang Republik Indonesia No 23 Tahun 1992 tentang Kesehatan:
(1) Kesehatan lingkungan diselenggarakan untuk mewujudkan kualitas lingkungan yang sehat. (2) Kesehatan lingkungan dilaksanakan terhadap tempat umum, lingkungan pemukiman, lingkungan kerja, angkutan umum, dan lingkungan lainnya. (3) Kesehatan lingkungan meliputi penyehatan air dan udara, pengamanan limbah padat, limbah cair, limbah gas, radiasi dan kebisingan, pengendalian vektor penyakit, dan penyehatan atau pengamanan lainnya. (4) Setiap tempat atau sarana pelayanan umum wajib memelihara dan meningkatkan lingkungan yang sehat sesuai dengan standar dan persyaratan. (5) Ketentuan mengenai penyelenggaraan kesehatan lingkungan sebagaimana dimaksud dalam ayat (1), ayat (2), ayat (3), dan ayat (4) ditetapkan dengan Peraturan Pemerintah.",0.625,0.376812,0.942029,False,,,,,,,,
qa-covered-0090,True,keputusan presiden|27|2006,Pasal 9,Jelaskan kutipan resmi dari Pasal 9 menurut Keputusan Presiden Republik Indonesia No 27 Tahun 2006!,"Kutipan resmi dari Pasal 9 dalam Keputusan Presiden Republik Indonesia No 27 Tahun 2006 tentang Pembentukan Pengadila N Negeri Airmadidi:
Keputusan Presiden ini mulai be rlaku pada tanggal ditetapkan. Ditetapkan di Jakarta pada tanggal 12 Desember 2006 PRESIDEN REPUBLIK INDONESIA, ttd. DR. H. SUSILO BAMBANG YUDHOYONO Salinan sesuai dengan aslinya Deputi Sekretaris Kabinet Bidang Hukum, Lambock V. Nahattands",found,1,kg-dfee6280a376-9efea19c8c25ee81567e-0,"Kutipan resmi dari Pasal 9 dalam Keputusan Presiden Republik Indonesia No 27 Tahun 2006 tentang Tunjangan Jabatan Fungsional:
Keputusan Presiden ini mulai berlaku pada tanggal ditetapkan. Ditetapkan di Jakarta pada tanggal 27 Juni 2006 PRESIDEN REPUBLIK INDONESIA, ttd. DR. H. SUSILO BAMBANG YUDHOYONO Salinan sesuai dengan aslinya Deputi Sekretaris Kabinet Bidang Hukum, ttd Lambock V. Nahattands","Kutipan resmi dari Pasal 9 dalam Keputusan Presiden Republik Indonesia No 27 Tahun 2006 tentang Pembentukan Pengadilan Negeri Airmadidi:
Keputusan Presiden ini mulai berlaku pada tanggal ditetapkan. Salinan sesuai dengan aslinya Deputi Sekretaris Kabinet Bidang Hukum, Lambock V. Nahattands",0.859649,0.762887,0.928571,False,,,,,,,,
qa-covered-0091,True,peraturan pemerintah|72|2009,Pasal 97,Sampaikan isi hukum dalam Pasal 97 dari Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009!,"Ketentuan hukum dalam Pasal 97 dalam Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009 tentang Lalu Lintas Dan Angkutan Kereta Api:
Perjalanan kereta api dapat dialihkan apabila terjadi rintan g jalan pada jalur kereta api yang akan dilalui dan diperkira kan waktu yang diperlukan untuk mengatasi rintang jalan melebihi atau sama dengan waktu tempuh perjalanan keret a api pada jalur kereta api yang akan dialihkan.",found,1,kg-aced410a168b-ed97be264f3ece5304c9-0,"Ketentuan hukum dalam Pasal 97 dalam Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009 tentang Jenis Dan Tarif Atas Jenis Penerimaan Negara Bukan Pajak:
Cukup jelas.","Ketentuan dalam Pasal 97 dalam Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009 tentang Lalu Lintas Dan Angkutan Kereta Api:
Perjalanan kereta api dapat dialihkan apabila terjadi rintang jalan pada jalur kereta api yang akan dilalui dan diperkirakan waktu yang diperlukan untuk mengatasi rintang jalan melebihi atau sama dengan waktu tempuh perjalanan kereta api pada jalur kereta api yang akan dialihkan.",0.351648,0.920635,0.953488,False,,,,,,,,
qa-covered-0092,True,peraturan pemerintah|21|2000,Pasal 2,Apa frasa hukum dalam Pasal 2 dari Peraturan Pemerintah Repub Lik Indonesia No 21 Tahun 2000?,"Frasa hukum dalam Pasal 2 dalam Peraturan Pemerintah Repub Lik Indonesia No 21 Tahun 2000 tentang Penambahan Penyertaan Modal Negara Republik Indonesia:
(1) Penambahan penyertaan modal Negara Republik Indonesia sebagaimana dimaksud dalam",found,1,kg-8a226186d582-22acb2500192afb19c35-0,"Frasa hukum dalam Pasal 2 dalam Peraturan Pemerintah Repub Lik Indonesia No 21 Tahun 2000 tentang Penambahan Penyertaan Modal Negara Republik Indonesia:
(1) Nilai penambahan penyertaan modal Negara sebagaimana dimaksud dalam","Frasa hukum dalam Pasal 2 dalam Peraturan Pemerintah Repub Lik Indonesia No 21 Tahun 2000 tentang Penambahan Penyertaan Modal Negara Republik Indonesia Ke Dalam Modal Saham Perusahaan Perseroan (Persero) Pt Konversi Energi Abadi (Pt Koneba):
(1) Penambahan penyertaan modal Negara Republik Indonesia sebagaimana dimaksud dalam",0.952381,0.831169,0.870968,False,,,,,,,,
qa-covered-0093,True,peraturan presiden|12|2008,Pasal 7,Tunjukkan kutipan teks dari Pasal 7 menurut Peraturan Presiden Republik Indonesia No 12 Tahun 2008!,"Kutipan isi Pasal sesuai teks asli dalam Pasal 7 dalam Peraturan Presiden Republik Indonesia No 12 Tahun 2008 tentang Kami | Forum Diskusi | Faq |:
Untuk melaksanakan tugas sebagaimana dimaksud dalam",found,1,kg-a53eb640e635-c798acfca916e77e8d61-0,"Kutipan isi Pasal sesuai teks asli dalam Pasal 7 dalam Peraturan Presiden Republik Indonesia No 12 Tahun 2008 tentang Kementerian Negara, Perlu:
(1) Sekretariat Jenderal berada di bawah dan bertanggung jawab kepada Menteri. (2) Sekretariat Jenderal dipimpin oleh Sekretaris Jenderal.","Kutipan isi Pasal sesuai teks asli dalam Pasal 7 dalam Peraturan Presiden Republik Indonesia No 12 Tahun 2008 tentang Dewan Sumber Daya Air:
Untuk melaksanakan tugas sebagaimana dimaksud dalam",0.550725,0.862069,0.647059,False,,,,,,,,
qa-covered-0094,True,peraturan pemerintah|32|2011,Pasal 65,Berikan bunyi asli dari Pasal 65 menurut Peraturan Pemerintah Republik Indonesia No 32 Tahun 2011!,(1) Pembatasan lalu lintas kendaraan perseorangan sebagaimana dimaksud dalam,found,1,kg-6463251901b2-1c5068a16ecee45f9f98-0,"ayat (1) huruf a, huruf b, huruf c, huruf d, huruf e, huruf f, huruf g, huruf h, huruf i, huruf j, huruf k, huruf l, huruf m, huruf n, huruf o, huruf p, huruf q, huruf r, huruf s, huruf t, huruf u, huruf v, huruf w, huruf x, huruf y, huruf z, huruf aa, huruf ab, huruf ac, huruf ad, huruf ae, huruf af, huruf ag, huruf ah, huruf ai, huruf aj, huruf ak, huruf al, huruf am, huruf an, huruf ao, huruf ap, huruf aq, huruf ar, huruf as, huruf at, huruf au, huruf av, huruf aw, huruf ax, huruf ay, huruf az, huruf ba, huruf bb, huruf bc, huruf bd, huruf be, huruf bf, huruf bg, huruf bh, huruf bi, huruf bj, huruf bk, huruf bl, huruf bm, huruf bn, huruf bo, huruf bp, huruf bq, huruf br, huruf bs, huruf bt, huruf bu, huruf bv, huruf bw, huruf bx, huruf by, huruf bz, huruf ca, huruf cb, huruf cc, huruf cd, huruf ce, huruf cf","Pembatasan lalu lintas kendaraan perseorangan sebagaimana dimaksud dalam Pasal 64 dilakukan apabila pada jalan, kawasan, atau koridor memenuhi kriteria paling sedikit:
- a. memiliki perbandingan volume lalu lintas kendaraan bermotor dengan kapasitas jalan pada salah satu jalur jalan sama dengan atau lebih besar dari 0,7 (nol koma tujuh);
- b. hanya dapat dilalui kendaraan dengan kecepatan rata-rata pada jam puncak kurang dari 30 (tiga puluh) km/jam; dan
- c. tersedia jaringan dan pelayanan angkutan umum dalam trayek yang memenuhi standar pelayanan minimal pada jalan, kawasan, atau koridor yang bersangkutan.
- (2) Pemberlakuan pembatasan lalu lintas selain memenuhi kriteria sebagaimana dimaksud pada ayat (1) harus memenuhi kriteria paling sedikit:
- a. memiliki perbandingan volume lalu lintas kendaraan bermotor dengan kapasitas jalan pada salah satu jalur jalan sama dengan atau lebih besar dari 0,7 (nol koma tujuh); dan
- b. hanya dapat dilalui kendaraan dengan kecepatan rata-rata pada jam puncak kurang dari 30 (tiga puluh) km/jam.",0.011173,0.110429,1.0,False,,,,,,,,
qa-covered-0095,True,peraturan pemerintah|76|2008,Pasal 30,Apa isi dari Pasal 30 dalam Peraturan Pemerintah Republik Indonesia No 76 Tahun 2008?,"Ayat (1) Cukup jelas. Ayat (2) Huruf a Kegiatan perawatan antara lain meliputi : a. perawatan tanaman berupa penyiangan, pendangiran, penyulaman dan pemupukan; dan b. perawatan bangunan konservasi tanah berupa perbaikan, penyempurnaan, dan menjaga stabilitas bangunan konservasi tanah. Huruf b Yang dimaksud dengan “pengendalian hama dan penyakit” adalah perlakuan terhadap tanaman dari gangguan hama dan penyakit dengan penggunaan pestisida dan insektisida selektif seperti fungisida, herbisida, insektisida spektrum terbatas, serta perlakuan fisik manual khususnya untuk hama hewan besar.",found,1,kg-73aa438ddff7-1a8f3e9c84063060e8b2-0,(1) Dalam hal hasil pemeriksaan sebagaimana dimaksud dalam,Pemeliharaan tanaman sebagaimana dimaksud dalam,0.047619,0.049383,1.0,False,,,,,,,,
qa-covered-0096,True,peraturan pemerintah|72|2009,Pasal 152,Berikan isi dokumen dari Pasal 152 dalam Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009!,"Isi dokumen dari Pasal 152 dalam Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009 tentang Lalu Lintas Dan Angkutan Kereta Api:
Ketentuan lebih lanjut mengenai tata cara perhitungan da n penetapan tarif angkutan orang diatur dengan peraturan Menteri. Paragraf 3 Tarif Angkutan Barang",found,1,kg-aced410a168b-34ad0d1bd289e0499d48-0,"Isi dokumen dari Pasal 152 dalam Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009 tentang Jenis Dan Tarif Atas Jenis Penerimaan Negara Bukan Pajak:
Cukup jelas.",[NO_CONTEXT],0.492754,0.044444,0.0,False,,,,,,,,
qa-covered-0097,True,undang-undang|17|2008,Pasal 176,Apa saja elemen/komponen yang dibahas dalam Pasal 176 dari Undang-Undang Republik Indonesia No 17 Tahun 2008?,"Isi resmi sebagaimana tercatat dalam Pasal 176 dalam Undang-Undang Republik Indonesia No 17 Tahun 2008 tentang P E L A Y A R A N:
Ayat (1) Cukup jelas. Ayat (2) Yang dimaksud dengan “kapal tertentu” adalah kapal pera ng, kapal negara, kapal rumah sakit, kapal yang memasuki suat u pelabuhan khusus untuk keperluan meminta pertolongan at au kapal yang memberi pertolongan jiwa manusia, kapal yang melakukan percobaan berlayar, dan kapal swasta yang mela kukan tugas pemerintahan.",found,1,kg-837cfb09010d-31b5f5a4e94579eb24fd-0,"Isi resmi sebagaimana tercatat dalam Pasal 176 dalam Undang-Undang Republik Indonesia No 17 Tahun 2008 tentang Perubahan Atas Undang-Undang:
A (1) Dalam hal terdapat perbedaan pendapat dalam pengambilan keputusan, keputusan diambil berdasarkan musyawarah untuk mufakat. (2) Dalam hal musyawarah untuk mufakat sebagaimana dimaksud pada ayat (1) tidak tercapai, keputusan diambil berdasarkan suara terbanyak. (3) Keputusan yang diambil berdasarkan suara terbanyak sebagaimana dimaksud pada ayat (2) harus mendapat dukungan sekurang-kurangnya 2/3 (dua per tiga) dari jumlah anggota yang hadir. 11. Ketentuan","Elemen/komponen yang dibahas dalam Pasal 176 dalam Undang-Undang Republik Indonesia No 17 Tahun 2008 tentang Pelayaran:
- (1) Kapal yang berlayar di perairan Indonesia dikenai biaya pemanfaatan Sarana Bantu Navigasi-Pelayaran yang merupakan Penerimaan Negara Bukan Pajak. - (2) Biaya pemanfaatan Sarana Bantu Navigasi-Pelayaran tidak dikenakan bagi kapal negara dan kapal tertentu.",0.320988,0.381679,0.891892,False,,,,,,,,
qa-covered-0098,True,peraturan menteri|7|2006,Pasal 10,Uraikan teks hukum dari Pasal 10 menurut Peraturan Menteri Keuangan Republik Indonesia No 7 Tahun 2006!,"Teks hukum dari Pasal 10 dalam Peraturan Menteri Keuangan Republik Indonesia No 7 Tahun 2006 tentang Tata Cara Pengajuan Permohonan:
(1) PKBSI digunakan oleh pemohon sebagai acuan untuk kesamaan keasalan barang antara pemohon dan Pejabat Bea dan Cukai pada saat pengajuan Pemberitahuan Pabean impor. (2) PKBSI sebagaimana dimaksud pada ayat (1) dilampirkan pada saat penyerahan Pemberitahuan Pabean impor.",found,1,kg-00dd4dc49ca1-dda42c32a951f13aaeff-0,"Teks hukum dari Pasal 10 dalam Peraturan Menteri Keuangan Republik Indonesia No 7 Tahun 2006 tentang Perubahan Kedua Atas Peraturan Menteri Keuangan:
ayat (1) huruf b, huruf c, huruf d, huruf e, huruf f, huruf g, huruf h, huruf i, huruf j, huruf k, huruf l, huruf m, huruf n, huruf o, huruf p, huruf q, huruf r, huruf s, huruf t, huruf u, huruf v, huruf w, huruf x, huruf y, huruf z, huruf aa, huruf ab, huruf ac, huruf ad, huruf ae, huruf af, huruf ag, huruf ah, huruf ai, huruf aj, huruf ak, huruf al, huruf am, huruf an, huruf ao, huruf ap, huruf aq, huruf ar, huruf as, huruf at, huruf au, huruf av, huruf aw, huruf ax, huruf ay, huruf az, huruf ba, huruf bb, huruf bc, huruf bd, huruf be, huruf bf, huruf bg, huruf bh, huruf bi, huruf bj, huruf bk, huruf bl, huruf bm, huruf bn, huruf bo, huruf bp, huruf bq, huruf br, huruf bs, huruf bt, huruf bu, huruf bv,","Teks hukum dari Pasal 10 dalam Peraturan Menteri Keuangan Republik Indonesia No 7 Tahun 2006 tentang Perubahan Atas Peraturan Menteri Keuangan:
ayat (1) huruf a, huruf b, huruf c, huruf d, huruf e, huruf f, huruf g, huruf h, huruf i, huruf j, huruf k, huruf 1, huruf m, huruf n, huruf o, huruf p, huruf q, huruf r, huruf s, huruf t, huruf u, huruf v, huruf w, huruf x, huruf y, huruf z, huruf aa, huruf ab, huruf ac, huruf ad, huruf ae, huruf af, huruf ag, huruf ah, huruf ai, huruf aj, huruf ak, huruf al, huruf am, huruf an, huruf ao, huruf ap, huruf aq, huruf ar, huruf as, huruf at, huruf au, huruf av, huruf aw, huruf ax, huruf ay, huruf az, huruf ba, huruf bb, huruf bc, huruf bd, huruf be, huruf bf, huruf bg, huruf bh, huruf bi, huruf bj, huruf bk, huruf bl, huruf bm, huruf bn, huruf bo, huruf bp, huruf bq, huruf br, huruf bs, huruf bt, huruf bu,",0.157895,0.167401,0.137931,False,,,,,,,,
qa-covered-0099,True,peraturan pemerintah|72|2009,Pasal 11,Apa saja hal yang dijelaskan dalam Pasal 11 dari Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009?,"Berikut adalah isi hukum dari Pasal 11 dalam Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009 tentang Lalu Lintas Dan Angkutan Kereta Api:
ayat (3) dan lintas pelayanan kereta api yang berada pada jaringan jalur kereta api provinsi ditetapkan oleh gubernur.",found,1,kg-aced410a168b-daef36b756cc1e4266b9-0,"Isi resmi sebagaimana tercatat dalam Pasal 11 dalam Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009 tentang Jenis Dan Tarif Atas Jenis Penerimaan Negara Bukan Pajak:
Cukup jelas.","Berdasarkan konteks yang diberikan, Pasal 11 dalam Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009 tentang Lalu Lintas Dan Angkutan Kereta Api:
ayat (1) huruf a dan huruf b,",0.405797,0.6,0.615385,False,,,,,,,,
qa-covered-0100,True,peraturan pemerintah|32|2011,Pasal 21,Apa yang tertulis dalam Pasal 21 dalam Peraturan Pemerintah Republik Indonesia No 32 Tahun 2011?,"Tertulis dalam Pasal 21 dalam Peraturan Pemerintah Republik Indonesia No 32 Tahun 2011 tentang Manajemen Dan Rekayasa, Analisis Dampak,:
Cukup jelas.",found,1,kg-6463251901b2-8fb9eb01e8191090c42c-0,"Tertulis dalam Pasal 21 dalam Peraturan Pemerintah Republik Indonesia No 32 Tahun 2011 tentang Pelayanan Meteo Rologi, Klimatologi, Dan Geofi Sika:
Cukup jelas.","Berdasarkan konteks yang diberikan, Pasal 21 dalam Peraturan Pemerintah Republik Indonesia No 32 Tahun 2011 tentang Pelayanan Darah:
ayat (1) huruf a, dilakukan oleh: a. menteri yang bertanggung jawab di bidang sarana dan prasarana lalu lintas dan angkutan jalan melalui penetapan rencana kebijakan lalu lintas yang berlaku pada setiap ruas jalan dan/atau persimpangan di jalan nasional; b. menteri yang bertanggung jawab di bidang jalan, meliputi penetapan rencana kebijakan pengaturan penggunaan jaringan jalan dan gerakan lalu lintas melalui penetapan kelas jalan nasional; dan c. gubernur, meliputi penetapan rencana kebijakan pengaturan penggunaan jaringan jalan dan gerakan lalu lintas melalui penetapan kelas jalan provinsi. (2) Penetapan rencana kebijakan pengaturan penggunaan jaringan jalan dan gerakan lalu lintas sebagaimana dimaksud pada ayat (1) dilakukan dengan memperhatikan: a. rencana induk jaringan jalan; b. rencana induk gerakan lalu lintas; c. rencana induk jaringan jalan dan rencana induk gerakan lalu lintas; dan d. rencana induk jaringan jalan dan rencana induk gerakan lalu lintas. (3) Penetapan rencana kebijakan pengaturan penggunaan jaringan jalan dan gerakan lalu lintas sebagaimana dimaksud pada ayat (1) dilakukan dengan memperhatikan: a. rencana induk jaringan jalan; b. rencana induk gerakan lalu lintas; c. rencana induk jaringan jalan dan rencana induk gerakan lalu lintas;",0.772727,0.118721,0.856164,False,,,,,,,,
qa-missing-0001,False,peraturan menteri|55|2014,Pasal 84,Apa isi legal dari Pasal 84 dalam Peraturan Menteri Agama Republik Indonesia No 55 Tahun 2014?,"Isi legal dari Pasal 84 dalam Peraturan Menteri Agama Republik Indonesia No 55 Tahun 2014 tentang Statuta Sekolah Tinggi Agama Islam Negeri:
(1)Ketua memiliki kewenangan pelaksanaan anggaran Sekolah Tinggi sesuai dengan ketentuan peraturan perundang -undangan. (2)Ketua menjalankan kewenangannya dalam pelaksanaan anggaran Sekolah Tinggi sebagaimana dimaksud pada ayat (1) secara bertanggung jawab, akuntabel dan transparan. (3)Dalam menjalankan kewenangannya sebagaimana dimaksud pada ayat (2) Ketua dibantu pengelola keuangan Sekolah Tinggi yangwajib menatausahakan dan mempertanggungjawabkan sesuai dengan kebutuhan Sekolah Tinggi berdasarkan ketentuan peraturan perundang -undangan.",not_found,0,,"Isi legal dari Pasal 84 dalam Peraturan Menteri Agama Republik Indonesia No 55 Tahun 2014 tentang Statuta Institut Agama Islam Negeri Palu:
(1)Ketua dan Sekretaris Lembaga diangkat dan diberhentikan oleh Rektor. (2)Masa jabatan Ketua dan Sekretaris Lembaga mengikuti masa jabatan Rektor dan dapat diangkat kembali dengan ketentuan tidak boleh lebih dari 2 (dua) kali masa jabatan berturut -turut. (3)Ketua dan Sekretaris Lembaga dapat dipilih kembali dengan ketentuan tidak boleh lebih dari 2 (dua) kali masa jabatan dalam jabatan yang sama.",[NO_CONTEXT],0.404762,0.022989,,False,True,,,,,,,
qa-missing-0002,False,peraturan menteri|15|2020,Pasal 258,Sampaikan isi hukum dalam Pasal 258 dari Peraturan Menteri No 15 Tahun 2020!,"Ketentuan hukum dalam Pasal 258 dalam Peraturan Menteri No 15 Tahun 2020 tentang Organisasi Dan Tata Kerja:
(1) Pusat Data dan Informasi Desa, Daerah Tertinggal, dan Transmigrasi merupakan unit organisasi Badan Pengembangan dan Informasi Desa, Daerah Tertinggal, dan Transmigrasi di bidang pengelolaan data dan informasi pembangu nan desa dan perdesaan, daerah tertinggal, dan transmigrasi. (2) Pusat Data dan Informasi Desa, Daerah Tertinggal, dan Transmigrasi sebagaimana dimaksud pada ayat (1) dipimpin oleh Kepala Pusat yang berada di bawah dan bertanggung jawab kepada Kepala Badan.",not_found,0,,"Ketentuan hukum dalam Pasal 258 dalam Peraturan Menteri No 15 Tahun 2020 tentang Uraian Fungsi Organisasi Jabatan Pimpinan Tingg I Pratama:
Kelompok substansi fasilitasi pengembangan kelembagaan dan kerja sama sebagaimana dimaksud dalam",[NO_CONTEXT],0.330435,0.023529,,False,True,,,,,,,
qa-missing-0003,False,peraturan menteri|107|1945,Pasal 36,Apa isi legal dari Pasal 36 dalam Peraturan Menteri Keuangan Republik Indonesia No 107 Tahun 1945?,"Isi legal dari Pasal 36 dalam Peraturan Menteri Keuangan Republik Indonesia No 107 Tahun 1945 tentang Penerbitan Dan Penjualan Surat Berharga Syariah Negara:
Segala biaya yang timbul dalam rangka pelaksanaan penerbitan dan penjualan SBSN dengan cara Private Placement , baik yang dilaksanakan secara langs ung oleh Pemerintah maupun melalui Perusahaan Penerbit SBSN, dibebankan pada Anggaran Pendapatan dan Belanja Negara. BAB VIII PENUTUP",not_found,0,,"Isi legal dari Pasal 36 dalam Peraturan Menteri Keuangan Republik Indonesia No 107 Tahun 1945 tentang Tarif Layanan Badan Layanan Umum:
(1) Terhadap mahasiswa tertentu dapat diberikan tarif layanan sampai dengan 0% (nol persen) dari tarif layanan akademik sebagaimana dimaksud dalam","Isi legal dari Pasal 36 dalam Peraturan Menteri Keuangan Republik Indonesia No 107 Tahun 1945 tentang Tarif Layanan Badan Layanan Umum:
(1) Terhadap mahasiswa tertentu dapat diberikan tarif layanan sampai dengan Rp0,00 (nol rupiah) dari tarif layanan akademik sebagaimana dimaksud dalam",0.352941,0.349515,,False,False,,,,,,,
qa-missing-0004,False,peraturan menteri|15|2020,Pasal 138,Apa yang tertulis dalam Pasal 138 dalam Peraturan Menteri No 15 Tahun 2020?,"Tertulis dalam Pasal 138 dalam Peraturan Menteri No 15 Tahun 2020 tentang Organisasi Dan Tata Kerja:
(1) Direktorat Penyerasian Rencana dan Program Percepatan Pembangunan Daerah Tertinggal merupakan unit organisasi Direktorat Jenderal Percepatan Pembangunan Daerah Tertinggal di bidang penyerasian rencana dan program percepatan pembangunan daerah tertinggal. (2) Direktorat Penyerasian Rencana dan Program Percepatan Pembangunan Daerah Tertinggal sebagaimana dimaksud pada ayat (1) dipimpin oleh Direktur yang berada di bawah dan bertanggung jawab kepada Direktur Jenderal.",not_found,0,,"Tertulis dalam Pasal 138 dalam Peraturan Menteri No 15 Tahun 2020 tentang Uraian Fungsi Organisasi Jabatan Pimpinan Tingg I Pratama:
Kelompok substansi penyusunan kebijakan teknis, rencana, dan program sebagaimana dimaksud dalam",[NO_CONTEXT],0.346154,0.026667,,False,True,,,,,,,
qa-missing-0005,False,peraturan daerah provinsi|10|1956,Pasal 1,Tulis isi hukum dari Pasal 1 dalam Peraturan Daerah Provinsi Sumatera Utara No 10 Tahun 1956!,"Isi hukum dari Pasal 1 dalam Peraturan Daerah Provinsi Sumatera Utara No 10 Tahun 1956 tentang Anggaran Pendapatan Dan Bei,Anja Daerah Provinsi Sumatera Utara:
Anggaran Pendapatan dan Belanja Daerah Provinsi Sumatera adalah sebagai berikut : 1. Pendapatan 2. Belanja Surplus/ (Defrsit) setelah Perubahan 3. Pembiayaan: a. Penerimaan b. Pengeluaran Jumlah Pembiayaan Netto Sisa lebih pembiayaan anggaran tahun berkenaan a. Pendapatan Asli Daerah b. Dana Perimbangan c. Lain-lain Pendapatan Daerah Yang Sah",not_found,0,,"Isi hukum dari Pasal 1 dalam Peraturan Daerah Provinsi Sumatera Utara No 10 Tahun 1956 tentang Pemerintahan Daerah,:
Dalam Peraturan Daerah ini yang dimaksud dengan : 1. Daerah adalah Provinsi Sumatera Utara. 2. Pemerintah Daerah adalah Gubernur dan Perangkat Daerah sebagai unsur penyelenggara Pemerintahan Daerah. 3. Gubernur adalah Gubernur Sumatera Utara. 4. Dewan Perwakilan Rakyat Daerah yang selanjutnya disebut DPRD adalah Dewan Perwakilan Rakyat Daerah Provinsi Sumatera Utara. 5. Pemerintah adalah Pemerintah Republik Indonesia. 6. Pemerintah Pusat adalah Pemerintah Republik Indonesia. 7. Badan adalah Badan Usaha Milik Daerah. 8. Badan Usaha Milik Daerah yang selanjutnya disebut BUMD adalah Badan Usaha Milik Daerah Provinsi Sumatera Utara. 9. Badan Usaha Milik Daerah yang selanjutnya disebut BUMD adalah Badan Usaha Milik Daerah Provinsi Sumatera Utara. 10. Badan Usaha Milik Daerah yang selanjutnya disebut BUMD adalah Badan Usaha Milik Daerah Provinsi Sumatera Utara. 11. Badan Usaha Milik Daerah yang selanjutnya disebut BUMD adalah Badan Usaha Milik Daerah Provinsi Sumatera Utara. 12. Badan Usaha Milik Daerah yang selanjutnya disebut BUMD adalah Badan Usaha Milik Daerah Provinsi Sumatera Utara","Isi hukum dari Pasal 1 dalam Peraturan Daerah Provinsi Sumatera Utara No 10 Tahun 1956 tentang Pembentukan:
Dalam Peraturan Daerah ini yang dimaksud dengan: 1. Daerah adalah Provinsi Sumatera Utara. 2. Pemerintah Daerah adalah Gubernur dan Perangkat Daerah sebagai unsur penyelenggara Pemerintahan Daerah. 3. Gubernur adalah Gubernur Sumatera Utara. 4. Dewan Perwakilan Rakyat Daerah yang selanjutnya disebut DPRD adalah Dewan Perwakilan Rakyat Daerah Provinsi Sumatera Utara. 5. Badan Adat adalah Badan Adat yang dibentuk berdasarkan Undang-Undang Nomor 11 Tahun 1956 tentang Pembentukan Daerah Otonom Propinsi Sumatera Utara, dengan Peraturan Daerah ini. 6. Badan Adat Aceh adalah Badan Adat yang dibentuk berdasarkan Undang-Undang Nomor 12 Tahun 1956 tentang Pembentukan Daerah Otonom Propinsi Sumatera Barat, dengan Peraturan Daerah ini. 7. Badan Adat Sumatera Utara adalah Badan Adat yang dibentuk berdasarkan Undang-Undang Nomor 13 Tahun 1956 tentang Pembentukan Daerah Otonom Propinsi Sumatera Tengah, dengan Peraturan Daerah ini. 8. Badan Adat Sumatera Barat adalah Badan Adat yang dibentuk berdasarkan Undang-Undang Nomor 14 Tahun 1956 tentang Pemb",0.262295,0.277311,,False,False,,,,,,,
qa-missing-0006,False,peraturan menteri|25|2017,Pasal 54,Apa saja elemen/komponen yang dibahas dalam Pasal 54 dari Peraturan Menteri Sosial Republik Indonesia No 25 Tahun 2017?,"Isi resmi sebagaimana tercatat dalam Pasal 54 dalam Peraturan Menteri Sosial Republik Indonesia No 25 Tahun 2017 tentang Lembaga Konsultasi Kesejahteraan Keluarga:
Ketentuan lebih lanjut mengenai penetapan tipologi dan tata cara penghitungan nilai tipologi sebagaimana dimaksud dalam",not_found,0,,"Isi resmi sebagaimana tercatat dalam Pasal 54 dalam Peraturan Menteri Sosial Republik Indonesia No 25 Tahun 2017 tentang Standar Nasional Rehabilitasi Sosial:
(1) Rehabilitasi Sosial melalui kegiatan sebagaimana dimaksud dalam",[NO_CONTEXT],0.626866,0.051282,,False,True,,,,,,,
